schoolid,math,ses,mses,sector
38,22.64,0.09,0.66,1
38,15.51,1.45,0.66,1
38,20.19,1.24,0.66,1
38,24.4,0.9,0.66,1
38,17.1,0.22,0.66,1
38,22.02,0.89,0.66,1
38,24.4,1.08,0.66,1
38,15.12,-0.6,0.66,1
38,13.82,1.42,0.66,1
38,21.02,0.8,0.66,1
38,16.93,1.51,0.66,1
38,20.25,1.02,0.66,1
38,21.35,0.85,0.66,1
38,16.16,-0.93,0.66,1
38,16.32,0.85,0.66,1
38,22.85,0.82,0.66,1
38,19.29,1.23,0.66,1
38,24.48,0.21,0.66,1
38,11.62,-0.43,0.66,1
38,18.01,1.21,0.66,1
38,19.12,1.11,0.66,1
38,19.69,0.14,0.66,1
38,23,1.26,0.66,1
38,18.86,0.64,0.66,1
38,16.83,-0.77,0.66,1
38,22.22,0.55,0.66,1
38,18.09,1.33,0.66,1
38,17.21,0.25,0.66,1
38,9.14,0.26,0.66,1
38,18.61,1.26,0.66,1
38,20.58,0.79,0.66,1
38,13.86,0.48,0.66,1
38,20.68,-0.06,0.66,1
38,17.25,1.51,0.66,1
38,9.57,1.51,0.66,1
38,6.32,-0.29,0.66,1
38,17.98,1.07,0.66,1
38,21.4,1,0.66,1
38,10.18,1.33,0.66,1
38,14.19,0.24,0.66,1
39,16.13,0.04,-0.3,0
39,3.51,1.83,-0.3,0
39,13.64,-0.3,-0.3,0
39,9.48,-0.33,-0.3,0
39,13.21,-0.44,-0.3,0
39,16.36,0.48,-0.3,0
39,24.11,0.03,-0.3,0
39,7.63,-1.41,-0.3,0
39,17.47,-1.69,-0.3,0
39,7.09,0.53,-0.3,0
39,3.49,-1.3,-0.3,0
39,4.93,0.16,-0.3,0
39,7.76,-0.94,-0.3,0
39,4.24,-1.08,-0.3,0
39,17.73,0.76,-0.3,0
39,3.07,-0.27,-0.3,0
39,22.84,1.11,-0.3,0
39,0.64,-0.95,-0.3,0
39,8.3,-0.76,-0.3,0
39,14.61,-0.54,-0.3,0
39,7.13,-0.71,-0.3,0
39,15.14,0.31,-0.3,0
39,2.78,-0.97,-0.3,0
39,12.83,-1.69,-0.3,0
39,2.98,-0.99,-0.3,0
39,19.25,-0.04,-0.3,0
39,-0.54,-1,-0.3,0
39,21.94,0.01,-0.3,0
39,10.96,-0.27,-0.3,0
39,1.31,0.58,-0.3,0
39,0.43,-0.29,-0.3,0
39,14.89,-0.84,-0.3,0
39,9.7,-1.68,-0.3,0
39,-0.84,0.16,-0.3,0
39,8.53,1.23,-0.3,0
39,0.5,-1.34,-0.3,0
39,8.14,0.98,-0.3,0
39,6.45,-0.16,-0.3,0
39,19.71,-1.62,-0.3,0
39,9.53,-1.28,-0.3,0
39,-1.01,-1.64,-0.3,0
39,13.14,0.79,-0.3,0
39,18.42,0.24,-0.3,0
39,21,0.6,-0.3,0
39,1.57,0.66,-0.3,0
39,-1.01,0.06,-0.3,0
40,22.22,0.02,-0.04,0
40,21.47,0.69,-0.04,0
40,0.5,-0.48,-0.04,0
40,1.26,0.2,-0.04,0
40,17.05,0.09,-0.04,0
40,13.7,0,-0.04,0
40,20.64,0,-0.04,0
40,20.63,0.22,-0.04,0
40,20.32,0.41,-0.04,0
40,7.12,0.02,-0.04,0
40,9.41,-0.6,-0.04,0
40,17.37,0.4,-0.04,0
40,13.49,0.14,-0.04,0
40,17.49,0.26,-0.04,0
40,21.49,-0.48,-0.04,0
40,11.15,-0.52,-0.04,0
40,12.38,0.66,-0.04,0
40,3.18,-0.28,-0.04,0
40,10.31,0.03,-0.04,0
40,16.72,-0.43,-0.04,0
40,5.7,-0.97,-0.04,0
40,17.72,-0.62,-0.04,0
40,20.16,0.25,-0.04,0
40,8.73,-0.14,-0.04,0
40,-1.1,-0.78,-0.04,0
40,10.9,-0.05,-0.04,0
40,8.61,-0.4,-0.04,0
40,15.74,0.19,-0.04,0
40,16.5,0.48,-0.04,0
40,5.53,0.31,-0.04,0
40,22.38,-0.77,-0.04,0
40,7.01,-0.25,-0.04,0
40,5.23,-0.71,-0.04,0
40,12.22,0.37,-0.04,0
40,14.92,0.4,-0.04,0
40,13.01,0.23,-0.04,0
40,-0.01,-0.58,-0.04,0
40,15.9,-0.46,-0.04,0
40,6.99,0.46,-0.04,0
40,7.7,0.1,-0.04,0
40,6.43,-0.12,-0.04,0
40,12.87,-0.61,-0.04,0
40,20.81,0.27,-0.04,0
40,5.78,0.51,-0.04,0
40,18.85,0.03,-0.04,0
40,2.29,0.32,-0.04,0
40,16.21,1.02,-0.04,0
40,22.31,0.26,-0.04,0
40,-1.22,-0.19,-0.04,0
40,19.7,-0.17,-0.04,0
40,22.85,0.77,-0.04,0
40,15.41,-1,-0.04,0
40,14.38,-0.95,-0.04,0
41,5.14,-0.31,0.24,1
41,9.82,-1.1,0.24,1
41,20.03,-1.16,0.24,1
41,22.01,0.9,0.24,1
41,16.08,0.69,0.24,1
41,21.47,0.68,0.24,1
41,17.76,0.34,0.24,1
41,19.7,0.77,0.24,1
41,11.79,0.68,0.24,1
41,7.4,-0.12,0.24,1
41,12.16,1.03,0.24,1
41,11.46,-0.5,0.24,1
41,4.09,-1.26,0.24,1
41,10.76,-0.47,0.24,1
41,21.16,-0.15,0.24,1
41,15.94,0.13,0.24,1
41,14.25,0.48,0.24,1
41,14.13,-0.54,0.24,1
41,16.42,0.9,0.24,1
41,17.29,0.22,0.24,1
41,22.25,0.21,0.24,1
41,24.32,1.18,0.24,1
41,24.99,-0.97,0.24,1
41,22.78,0.15,0.24,1
41,16.21,-0.4,0.24,1
41,16.67,1.03,0.24,1
41,14.07,-0.31,0.24,1
41,17.84,0.69,0.24,1
41,-2.53,0.71,0.24,1
41,13.56,0.21,0.24,1
41,21.01,0.57,0.24,1
41,8.06,-0.28,0.24,1
41,17.39,0.93,0.24,1
41,14.94,0.66,0.24,1
41,11.59,-1.13,0.24,1
41,8.66,0.94,0.24,1
41,3.57,1.15,0.24,1
41,10.86,-0.26,0.24,1
41,6.15,0.05,0.24,1
41,13.34,0.26,0.24,1
41,21.47,0.13,0.24,1
41,3.62,-0.72,0.24,1
41,22.15,-0.55,0.24,1
41,17.7,1.09,0.24,1
41,18.83,0.23,0.24,1
41,17.76,0.7,0.24,1
41,10.25,0.84,0.24,1
41,20.07,0.61,0.24,1
41,19.29,0.58,0.24,1
41,17.71,0.23,0.24,1
41,13.26,0.94,0.24,1
41,9.66,0.6,0.24,1
41,18.69,-0.15,0.24,1
41,-0.45,-0.08,0.24,1
41,20.07,0.94,0.24,1
41,17.39,0.21,0.24,1
41,13.66,1.18,0.24,1
41,2.17,0.01,0.24,1
41,11.49,0.07,0.24,1
42,22.52,-0.25,0.35,1
42,16.08,0.24,0.35,1
42,21.18,-0.68,0.35,1
42,22.99,1.04,0.35,1
42,10.55,-0.53,0.35,1
42,16.27,1.19,0.35,1
42,4.4,0.2,0.35,1
42,15.79,0.94,0.35,1
42,20.05,1.12,0.35,1
42,18.33,1,0.35,1
42,20.46,1.34,0.35,1
42,12.25,0.08,0.35,1
42,7.75,-0.91,0.35,1
42,24.81,0.23,0.35,1
42,17.49,0,0.35,1
42,19.17,0.94,0.35,1
42,20.08,0.98,0.35,1
42,14.12,-0.56,0.35,1
42,17.91,-0.39,0.35,1
42,23.09,0.88,0.35,1
42,10.98,0.4,0.35,1
43,13.76,0.35,-0.47,0
43,22.09,0.7,-0.47,0
43,4.23,-0.44,-0.47,0
43,15.1,-0.04,-0.47,0
43,11.91,0.29,-0.47,0
43,10.45,-0.14,-0.47,0
43,0.36,-0.14,-0.47,0
43,11.14,-0.46,-0.47,0
43,8.3,-0.63,-0.47,0
43,2.38,0.41,-0.47,0
43,4.84,-1.79,-0.47,0
43,4.5,-0.71,-0.47,0
43,14.97,0.55,-0.47,0
43,4.9,0.79,-0.47,0
43,12.18,-1.04,-0.47,0
43,14.99,-0.78,-0.47,0
43,1.31,-1.55,-0.47,0
43,4.01,0.08,-0.47,0
43,17.4,0.6,-0.47,0
43,17.6,-1.67,-0.47,0
43,8.14,-1.1,-0.47,0
43,3.24,-1,-0.47,0
43,0.04,-0.86,-0.47,0
43,2.21,0.67,-0.47,0
43,5.27,0.52,-0.47,0
43,7.73,-0.14,-0.47,0
43,6.95,-1.08,-0.47,0
43,4.64,-2.51,-0.47,0
43,18.38,0.03,-0.47,0
43,6.92,-1.82,-0.47,0
43,4.83,0,-0.47,0
43,16.94,-0.42,-0.47,0
43,8.34,-0.99,-0.47,0
43,4.78,-0.85,-0.47,0
43,19.11,-0.34,-0.47,0
43,8.9,-0.41,-0.47,0
43,3.03,-1.46,-0.47,0
43,14.07,-0.63,-0.47,0
43,16.77,-0.5,-0.47,0
44,12.03,0.01,0.04,0
44,16.86,0.88,0.04,0
44,8.49,-1.14,0.04,0
44,5.83,0.54,0.04,0
44,12.82,0.61,0.04,0
44,24.99,0.79,0.04,0
44,23.08,0.61,0.04,0
44,13.59,-1.37,0.04,0
44,14.93,0.66,0.04,0
44,17.58,1.07,0.04,0
44,13.56,1.17,0.04,0
44,24.99,0.76,0.04,0
44,8.79,-0.78,0.04,0
44,23.13,0.95,0.04,0
44,12.71,0.65,0.04,0
44,18.93,0.48,0.04,0
44,6.47,-0.27,0.04,0
44,18.05,-1.02,0.04,0
44,22.25,-0.26,0.04,0
44,13.13,-0.42,0.04,0
44,23.82,0.84,0.04,0
44,1.44,-1.37,0.04,0
44,5.58,-0.14,0.04,0
44,19.71,-0.3,0.04,0
44,-2.09,-0.43,0.04,0
44,2.99,0.7,0.04,0
44,22.55,0.82,0.04,0
44,1.79,0.83,0.04,0
44,19.48,-0.85,0.04,0
44,2.98,0.78,0.04,0
44,14.93,1.21,0.04,0
44,8.49,-0.78,0.04,0
44,22.34,0.65,0.04,0
44,20.36,-1.04,0.04,0
44,15.75,-0.63,0.04,0
44,19.57,1.2,0.04,0
44,6.25,-1.3,0.04,0
44,10.16,-0.91,0.04,0
44,20.95,-0.22,0.04,0
44,7.02,-0.51,0.04,0
44,12.15,0.33,0.04,0
44,16.21,-0.28,0.04,0
44,9.78,-0.65,0.04,0
44,-2.5,0.2,0.04,0
44,14.18,-1.26,0.04,0
44,-1.24,-0.17,0.04,0
44,15.56,1.26,0.04,0
44,9.52,-1.13,0.04,0
44,7.54,-0.79,0.04,0
44,12.14,-0.94,0.04,0
44,18.94,1.26,0.04,0
44,18.28,1.21,0.04,0
45,11.92,0.82,0.62,0
45,16.78,0.95,0.62,0
45,22.32,-0.22,0.62,0
45,23.05,1.29,0.62,0
45,1,0.37,0.62,0
45,13.31,0.29,0.62,0
45,21.85,0.53,0.62,0
45,2.2,0.3,0.62,0
45,12.78,-0.47,0.62,0
45,16.16,0.88,0.62,0
45,15.93,1.36,0.62,0
45,19.81,0.75,0.62,0
45,23.05,-0.18,0.62,0
45,22.66,0.53,0.62,0
45,11.46,-0.33,0.62,0
45,6.25,0.06,0.62,0
45,24.99,1.12,0.62,0
45,15,1.14,0.62,0
45,13.57,1.04,0.62,0
45,22.86,0.83,0.62,0
45,10.06,1.36,0.62,0
45,5.72,-0.19,0.62,0
45,7.34,0.02,0.62,0
45,17.63,-0.25,0.62,0
45,15.57,0.67,0.62,0
45,7.55,0.08,0.62,0
45,16.21,0.97,0.62,0
45,9.36,1.17,0.62,0
45,11.53,-0.63,0.62,0
45,7.41,1.21,0.62,0
45,23.62,1.01,0.62,0
45,10.75,1.26,0.62,0
45,18.12,1.16,0.62,0
45,22.9,0.76,0.62,0
45,3.63,0.76,0.62,0
45,13.06,0.88,0.62,0
45,13.03,1.34,0.62,0
45,12.14,0.52,0.62,0
46,8.88,0.58,0.33,0
46,6.98,1.37,0.33,0
46,6.65,0.37,0.33,0
46,4.36,-0.1,0.33,0
46,3.38,-1.49,0.33,0
46,13.29,0.26,0.33,0
46,4.39,-2.03,0.33,0
46,4.97,0.83,0.33,0
46,17.26,0.03,0.33,0
46,16.3,0.35,0.33,0
46,12.82,0.53,0.33,0
46,13.23,0.98,0.33,0
46,24.3,-0.19,0.33,0
46,-0.42,-0.71,0.33,0
46,13.28,0.93,0.33,0
46,5.31,0.81,0.33,0
46,2.78,0.59,0.33,0
46,13.19,1.42,0.33,0
46,14.7,0.89,0.33,0
46,21.05,1.21,0.33,0
46,12.38,1.39,0.33,0
46,22.62,0.34,0.33,0
46,5.45,-0.57,0.33,0
46,6.41,1.14,0.33,0
46,14.87,-0.8,0.33,0
46,15.23,-0.02,0.33,0
46,-0.6,0.67,0.33,0
46,17.06,0.43,0.33,0
46,22.7,1.18,0.33,0
46,11.15,1.51,0.33,0
46,17.18,0.51,0.33,0
46,12.91,-0.26,0.33,0
46,14.59,-0.28,0.33,0
46,24.99,1.12,0.33,0
46,-1.1,-0.8,0.33,0
46,5.64,0.9,0.33,0
46,20.71,0.51,0.33,0
46,10.06,-1.18,0.33,0
46,8.2,0.22,0.33,0
47,14.34,-0.94,-0.58,0
47,5.27,-1.19,-0.58,0
47,6.93,-0.63,-0.58,0
47,13.53,-0.95,-0.58,0
47,2.7,-0.37,-0.58,0
47,12.22,-0.45,-0.58,0
47,16.27,-0.91,-0.58,0
47,0.16,-0.58,-0.58,0
47,18.28,-0.92,-0.58,0
47,2.07,-0.79,-0.58,0
47,7.78,-1.84,-0.58,0
47,8.29,-1.16,-0.58,0
47,7.38,-1.25,-0.58,0
47,5.23,-0.13,-0.58,0
47,3.49,-0.66,-0.58,0
47,8.87,0.1,-0.58,0
47,15.44,0.79,-0.58,0
47,-2.83,-0.05,-0.58,0
47,3.08,-0.65,-0.58,0
47,6.66,-0.49,-0.58,0
47,21.67,-0.72,-0.58,0
47,19.03,-0.69,-0.58,0
47,2.32,1.09,-0.58,0
47,12.87,-1.46,-0.58,0
47,10.54,0.23,-0.58,0
47,7.44,-0.92,-0.58,0
47,9.48,-0.91,-0.58,0
47,23.12,-1.44,-0.58,0
47,1.16,-0.14,-0.58,0
47,20.54,-0.84,-0.58,0
47,5.4,-0.81,-0.58,0
47,-0.7,-1.09,-0.58,0
47,19.05,-0.27,-0.58,0
47,16.64,-0.38,-0.58,0
47,14.12,-0.39,-0.58,0
47,0.11,1.04,-0.58,0
47,14.41,-0.77,-0.58,0
47,4.82,-0.09,-0.58,0
47,5.89,-1.86,-0.58,0
47,17.62,0.46,-0.58,0
47,-0.23,-0.5,-0.58,0
47,3.83,-2.25,-0.58,0
47,10.3,-0.18,-0.58,0
47,-0.01,-0.49,-0.58,0
47,18.86,0.02,-0.58,0
48,13.87,-0.04,0.16,1
48,13.82,-0.5,0.16,1
48,19.37,0.42,0.16,1
48,21.3,-0.72,0.16,1
48,24.11,-0.26,0.16,1
48,20.23,0.06,0.16,1
48,24.4,0.63,0.16,1
48,15.38,-0.68,0.16,1
48,22.78,-0.09,0.16,1
48,13.77,0.86,0.16,1
48,18.07,-0.42,0.16,1
48,15.13,-0.04,0.16,1
48,23.16,1.31,0.16,1
48,18.01,1,0.16,1
48,16.7,0.86,0.16,1
48,19.56,-0.27,0.16,1
48,22.25,1.31,0.16,1
48,21.51,0.51,0.16,1
48,15.64,-0.42,0.16,1
48,22.67,0.92,0.16,1
48,20.88,0.02,0.16,1
48,22.27,-0.02,0.16,1
48,21.83,-0.26,0.16,1
48,24.99,0.43,0.16,1
48,16.37,-0.12,0.16,1
48,16.62,0.62,0.16,1
48,13.57,1.28,0.16,1
48,18.05,1.51,0.16,1
48,20.78,0.06,0.16,1
48,16.64,1.08,0.16,1
48,17.28,-0.3,0.16,1
48,21.87,-0.16,0.16,1
48,24.81,-0.3,0.16,1
48,22.8,-0.05,0.16,1
48,20.96,0.43,0.16,1
48,20.79,-0.91,0.16,1
48,20.62,0.67,0.16,1
48,21.44,-1.29,0.16,1
48,20.32,-0.01,0.16,1
48,21.04,0.42,0.16,1
48,19.8,-0.22,0.16,1
48,23.82,-0.76,0.16,1
48,23.83,0.79,0.16,1
48,23.09,0.48,0.16,1
48,19.61,-1.32,0.16,1
48,21.38,0.17,0.16,1
48,12.05,0.44,0.16,1
48,24.15,-0.17,0.16,1
48,12.66,0.45,0.16,1
49,4.26,1.15,0.67,1
49,14.65,0.7,0.67,1
49,3.24,1.26,0.67,1
49,13.37,-0.08,0.67,1
49,14.04,0.93,0.67,1
49,16.81,1.51,0.67,1
49,20.25,1.02,0.67,1
49,19.22,0.37,0.67,1
49,18.4,0.9,0.67,1
49,13.49,0.89,0.67,1
49,21.8,1.22,0.67,1
49,13.71,-0.09,0.67,1
49,3.21,0.68,0.67,1
49,19.8,-1.09,0.67,1
49,14.26,1.28,0.67,1
49,4.85,0.1,0.67,1
49,13.09,0.53,0.67,1
49,21.44,1.18,0.67,1
49,21.04,0.98,0.67,1
49,10.28,-0.15,0.67,1
49,19.27,0.6,0.67,1
49,21.37,0.53,0.67,1
49,20.51,0.27,0.67,1
49,15.5,0.47,0.67,1
49,19.99,1.39,0.67,1
49,24.08,0.4,0.67,1
49,19.71,-0.11,0.67,1
49,15.02,0.76,0.67,1
49,18.7,0.57,0.67,1
49,20.71,1.42,0.67,1
49,17.77,-0.1,0.67,1
49,12.36,1.28,0.67,1
49,21.05,1.08,0.67,1
49,18.28,-0.48,0.67,1
49,21.54,0.42,0.67,1
49,17.92,0.04,0.67,1
49,20.06,0.83,0.67,1
49,19.08,0.94,0.67,1
49,16.85,0.45,0.67,1
49,17.58,1.37,0.67,1
49,10.94,0.19,0.67,1
49,14.76,-0.19,0.67,1
49,11.79,1.26,0.67,1
49,16.29,0.12,0.67,1
49,19.96,0.06,0.67,1
49,19.68,1.14,0.67,1
49,15.52,1.26,0.67,1
49,16.85,0.28,0.67,1
49,18.81,1.01,0.67,1
49,21.69,0.87,0.67,1
49,16.69,0.8,0.67,1
49,7.01,1.12,0.67,1
49,20.19,1.51,0.67,1
50,15.17,0.56,0.46,1
50,10.49,0.59,0.46,1
50,7.61,-0.75,0.46,1
50,17.42,0.79,0.46,1
50,23.29,0.5,0.46,1
50,20.43,1.34,0.46,1
50,14.3,-0.1,0.46,1
50,14.42,1.09,0.46,1
50,22.42,0.75,0.46,1
50,10.99,0.76,0.46,1
50,13.82,0.8,0.46,1
50,7.85,0.93,0.46,1
50,4.77,0.34,0.46,1
50,12.94,1.1,0.46,1
50,9.51,-0.28,0.46,1
50,8.87,0.41,0.46,1
50,10.95,0.84,0.46,1
50,16.74,-0.14,0.46,1
50,19.92,-1.17,0.46,1
50,4.24,1.18,0.46,1
50,5.81,-0.46,0.46,1
50,22.47,0.56,0.46,1
50,19.26,1.34,0.46,1
50,11.36,0.93,0.46,1
50,4.49,0.98,0.46,1
50,12.35,0.35,0.46,1
50,17.87,0.75,0.46,1
50,15.26,-0.03,0.46,1
50,17.93,0.7,0.46,1
50,17.59,0.47,0.46,1
50,19.41,-0.03,0.46,1
50,7.93,-0.39,0.46,1
50,10.53,0.73,0.46,1
50,12.54,0.19,0.46,1
50,4.48,-0.24,0.46,1
50,12.47,-0.69,0.46,1
50,18.15,1.08,0.46,1
50,8.48,1.24,0.46,1
51,1.26,-0.34,-0.13,1
51,23.17,0.13,-0.13,1
51,15.24,-0.35,-0.13,1
51,2.21,0.48,-0.13,1
51,11.04,-0.44,-0.13,1
51,4.36,-0.37,-0.13,1
51,-0.06,0.25,-0.13,1
51,-2.14,-0.94,-0.13,1
51,2.91,-0.15,-0.13,1
51,2.12,-0.82,-0.13,1
51,17.23,-0.8,-0.13,1
51,16.49,-0.18,-0.13,1
51,22.97,0.89,-0.13,1
51,9.25,-0.4,-0.13,1
51,18.94,-0.13,-0.13,1
51,16.73,0.92,-0.13,1
51,6.68,0.47,-0.13,1
51,2.83,0.59,-0.13,1
51,8.75,-0.59,-0.13,1
51,8.17,-0.8,-0.13,1
51,5.38,-0.84,-0.13,1
51,0.43,0.23,-0.13,1
51,17.45,0.44,-0.13,1
51,12.11,-0.22,-0.13,1
51,16.07,-0.44,-0.13,1
51,13.54,0.13,-0.13,1
51,6.91,0.37,-0.13,1
51,17.55,-0.54,-0.13,1
51,-2.58,0.79,-0.13,1
51,-2.83,0.18,-0.13,1
51,4.25,-0.21,-0.13,1
51,8.46,0.42,-0.13,1
51,18.42,-1.16,-0.13,1
51,13.96,0.47,-0.13,1
51,4.27,-0.31,-0.13,1
51,13.51,-0.01,-0.13,1
51,10.12,-0.42,-0.13,1
51,17.36,-0.22,-0.13,1
51,21.01,-0.62,-0.13,1
51,13.42,-0.71,-0.13,1
51,15.73,-0.78,-0.13,1
51,21.2,-0.48,-0.13,1
51,9.87,0.47,-0.13,1
51,13.04,-0.62,-0.13,1
51,18.26,0.62,-0.13,1
51,14.92,0.53,-0.13,1
51,4.8,-0.41,-0.13,1
51,4.87,-0.63,-0.13,1
52,12.16,0.63,0.13,1
52,16.9,0.32,0.13,1
52,14.91,0.49,0.13,1
52,17.92,-0.11,0.13,1
52,22.71,1.37,0.13,1
52,18.94,0.34,0.13,1
52,14.81,0.94,0.13,1
52,21.73,-0.08,0.13,1
52,22.29,0.85,0.13,1
52,16.44,0.94,0.13,1
52,17.52,0.01,0.13,1
52,22.38,0.72,0.13,1
52,1.44,-1.05,0.13,1
52,14.46,0.45,0.13,1
52,24.55,0.94,0.13,1
52,14.39,0.5,0.13,1
52,15.05,-0.45,0.13,1
52,21.03,1.01,0.13,1
52,4.7,-0.42,0.13,1
52,11.69,-0.08,0.13,1
52,14.63,0.43,0.13,1
52,15.05,0.06,0.13,1
52,16.85,-0.49,0.13,1
52,17.41,0.27,0.13,1
52,3.01,-0.55,0.13,1
52,8.92,-0.76,0.13,1
52,23.34,0.65,0.13,1
52,23.82,-0.71,0.13,1
52,6.21,-0.66,0.13,1
52,18.11,0.47,0.13,1
52,22.81,-0.58,0.13,1
52,8.62,0.84,0.13,1
52,21.31,0.13,0.13,1
52,2.79,-0.46,0.13,1
52,14.76,-0.65,0.13,1
52,23.62,-0.11,0.13,1
52,11.27,-0.55,0.13,1
52,16.14,1.33,0.13,1
52,14.6,0.43,0.13,1
52,23.72,1.26,0.13,1
52,8.57,-0.68,0.13,1
52,15.9,0.79,0.13,1
52,9.03,0.89,0.13,1
52,11.24,1.29,0.13,1
52,8.63,-0.4,0.13,1
52,9.95,-0.19,0.13,1
52,20.86,-0.23,0.13,1
52,14.13,-0.01,0.13,1
52,13.94,0.6,0.13,1
52,17.01,1.07,0.13,1
52,18.87,-0.26,0.13,1
52,5.23,-0.49,0.13,1
52,9.99,-0.32,0.13,1
52,13.3,-0.04,0.13,1
52,16.43,0.04,0.13,1
52,19.53,0.09,0.13,1
52,8.92,-0.37,0.13,1
52,9.76,-0.41,0.13,1
52,22.36,-0.48,0.13,1
52,21.78,-0.25,0.13,1
52,19.9,-0.41,0.13,1
52,12.57,0.81,0.13,1
52,22.69,-0.34,0.13,1
52,19.13,-0.81,0.13,1
53,22.04,1.06,-0.64,0
53,2.83,-1.26,-0.64,0
53,21.14,-0.07,-0.64,0
53,13.16,-0.29,-0.64,0
53,17.51,0.45,-0.64,0
53,5.12,-0.75,-0.64,0
53,7.15,-0.48,-0.64,0
53,3.45,-0.08,-0.64,0
53,17.74,-1.05,-0.64,0
53,20.05,0.25,-0.64,0
53,3.97,-0.44,-0.64,0
53,0.93,-1.4,-0.64,0
53,3.01,-0.17,-0.64,0
53,11.81,-0.54,-0.64,0
53,12.27,1.02,-0.64,0
53,21.08,-0.69,-0.64,0
53,8.04,-1.36,-0.64,0
53,8.15,-1.07,-0.64,0
53,6.5,-0.86,-0.64,0
53,-1.07,-1.95,-0.64,0
53,2.98,-0.83,-0.64,0
53,13.38,-0.13,-0.64,0
53,2.67,-0.72,-0.64,0
53,18.61,1.51,-0.64,0
53,5.53,-1.36,-0.64,0
53,12.49,-1.98,-0.64,0
53,1.47,-0.93,-0.64,0
53,-1.71,-0.25,-0.64,0
53,2.99,-0.92,-0.64,0
53,23.21,0.45,-0.64,0
53,23.05,-1.6,-0.64,0
53,3.58,-1.36,-0.64,0
53,6.51,-0.13,-0.64,0
53,24.99,-1.15,-0.64,0
53,23.41,0.21,-0.64,0
53,8.14,0.17,-0.64,0
53,4.86,-1.04,-0.64,0
53,1.91,-1.49,-0.64,0
53,2.96,-1.84,-0.64,0
53,16.73,-1.34,-0.64,0
53,0.01,-0.68,-0.64,0
53,3.97,0.17,-0.64,0
53,11.77,-1.06,-0.64,0
53,17.66,-0.63,-0.64,0
53,8.46,-0.77,-0.64,0
53,6.69,-0.46,-0.64,0
53,15.55,-0.94,-0.64,0
53,-1.05,-1.07,-0.64,0
53,1.13,-0.9,-0.64,0
53,5.89,-2.01,-0.64,0
53,12.86,-0.45,-0.64,0
54,11.23,0.13,0.41,1
54,1.08,1.26,0.41,1
54,21.73,0.54,0.41,1
54,1.78,-0.03,0.41,1
54,7.84,0.18,0.41,1
54,21.16,0.72,0.41,1
54,23.36,0.76,0.41,1
54,21.02,-0.01,0.41,1
54,24.14,1.33,0.41,1
54,19.72,0.06,0.41,1
54,7.04,0.48,0.41,1
54,22.02,0.73,0.41,1
54,18.84,0.39,0.41,1
54,18,0.44,0.41,1
54,20.36,0.1,0.41,1
54,20.45,-0.46,0.41,1
54,5.43,0.36,0.41,1
54,18.31,0.72,0.41,1
54,8.16,0.13,0.41,1
54,22.03,0.51,0.41,1
54,14.13,0.9,0.41,1
54,7.76,-0.14,0.41,1
54,15.97,0.93,0.41,1
54,18.61,1.43,0.41,1
54,6.93,-0.08,0.41,1
54,21.94,-0.06,0.41,1
54,17.31,0.22,0.41,1
54,21.44,-0.36,0.41,1
54,19.62,0.75,0.41,1
54,19.57,1.07,0.41,1
54,20.68,1.26,0.41,1
54,1.84,0.15,0.41,1
54,11.18,0.95,0.41,1
54,3.08,-0.05,0.41,1
54,19.91,-1.41,0.41,1
54,15.1,0.38,0.41,1
54,10.23,0.85,0.41,1
54,14.37,0.54,0.41,1
54,11.25,0.53,0.41,1
54,13.59,0.5,0.41,1
54,14.07,0.5,0.41,1
54,11.02,0.42,0.41,1
54,6.94,-0.29,0.41,1
55,18.03,1.29,0.24,1
55,3.78,0.06,0.24,1
55,0.58,0.07,0.24,1
55,4.22,0.43,0.24,1
55,10.16,0.61,0.24,1
55,23.15,-0.46,0.24,1
55,16.29,0.8,0.24,1
55,8.15,-0.33,0.24,1
55,4.29,-0.08,0.24,1
55,4.72,-0.29,0.24,1
55,12.96,1.29,0.24,1
55,13.21,0.3,0.24,1
55,8.85,1.51,0.24,1
55,13.7,0.41,0.24,1
55,10.92,0.11,0.24,1
55,15.47,0.21,0.24,1
55,15.55,0.54,0.24,1
55,9.28,-1.05,0.24,1
55,10.96,0.05,0.24,1
55,11.41,-0.75,0.24,1
55,16.92,0.59,0.24,1
55,1.13,0.84,0.24,1
55,12.89,0.07,0.24,1
55,8.74,1.01,0.24,1
55,0.53,-1.48,0.24,1
55,4.05,0.75,0.24,1
55,10.71,-1.14,0.24,1
55,16.98,-0.18,0.24,1
55,-1.25,1.18,0.24,1
55,12.54,0.38,0.24,1
55,11.6,-0.28,0.24,1
55,6.2,0.71,0.24,1
55,13.16,1.01,0.24,1
55,9.54,-1.19,0.24,1
55,12.65,0.37,0.24,1
55,17.57,0.18,0.24,1
55,-2.83,0.12,0.24,1
55,17.52,1.45,0.24,1
55,4.52,-0.14,0.24,1
55,17.24,-0.1,0.24,1
55,-0.13,0.19,0.24,1
55,20.07,0.62,0.24,1
55,17.7,0.37,0.24,1
55,12.22,0.19,0.24,1
55,9,0.23,0.24,1
56,23.14,-0.02,-0.42,0
56,-2.83,-0.68,-0.42,0
56,6.19,-1.58,-0.42,0
56,15.27,0.5,-0.42,0
56,8.07,0.04,-0.42,0
56,13.13,0.21,-0.42,0
56,5.21,-0.36,-0.42,0
56,-1.92,-1.5,-0.42,0
56,20.27,-0.51,-0.42,0
